destination_id,destination_name,asi_monuments_clean_match,bharatverse_monuments_match,cpm_pdf_match,cpm_pdf_page,fuzzy_matching_used,integration_decision,manual_review_reason
BV-ASI-0114,"Remains of Patliputra Site of Mauryan Palace, Kumrahar",EXACT_NORMALIZED_NAME,EXACT_NORMALIZED_NAME,REQUIRES_MANUAL_VERIFICATION,Not Available,No,MERGED: exact normalized match between the two processed monument CSVs.,Verify ASI PDF listing / name variant.
BV-ASI-0115,Residency Building,EXACT_NORMALIZED_NAME,EXACT_NORMALIZED_NAME,EXACT_NORMALIZED_NAME,126,No,MERGED: exact normalized match between the two processed monument CSVs.,None
BV-ASI-0116,"Rock-cut Jain Temple, Sittannavasasl",EXACT_NORMALIZED_NAME,EXACT_NORMALIZED_NAME,REQUIRES_MANUAL_VERIFICATION,Not Available,No,MERGED: exact normalized match between the two processed monument CSVs.,Verify ASI PDF listing / name variant.
BV-ASI-0117,Rock-cut Temples and Sculptures,EXACT_NORMALIZED_NAME,EXACT_NORMALIZED_NAME,REQUIRES_MANUAL_VERIFICATION,Not Available,No,MERGED: exact normalized match between the two processed monument CSVs.,Verify ASI PDF listing / name variant.
BV-ASI-0118,Roopmati's Pavilion,EXACT_NORMALIZED_NAME,EXACT_NORMALIZED_NAME,REQUIRES_MANUAL_VERIFICATION,Not Available,No,MERGED: exact normalized match between the two processed monument CSVs.,Verify ASI PDF listing / name variant.
BV-ASI-0119,"Rudabai Step Well, Adalaj",EXACT_NORMALIZED_NAME,EXACT_NORMALIZED_NAME,REQUIRES_MANUAL_VERIFICATION,Not Available,No,MERGED: exact normalized match between the two processed monument CSVs.,Verify ASI PDF listing / name variant.
BV-ASI-0120,"Ruined Fort, kangra",EXACT_NORMALIZED_NAME,EXACT_NORMALIZED_NAME,EXACT_NORMALIZED_NAME,28,No,MERGED: exact normalized match between the two processed monument CSVs.,None
BV-ASI-0121,Ruins of Buddhist Temples and Images lalitgiri,EXACT_NORMALIZED_NAME,EXACT_NORMALIZED_NAME,REQUIRES_MANUAL_VERIFICATION,Not Available,No,MERGED: exact normalized match between the two processed monument CSVs.,Verify ASI PDF listing / name variant.
BV-ASI-0122,Safdarjung Tomb,EXACT_NORMALIZED_NAME,EXACT_NORMALIZED_NAME,REQUIRES_MANUAL_VERIFICATION,Not Available,No,MERGED: exact normalized match between the two processed monument CSVs.,Verify ASI PDF listing / name variant.
BV-ASI-0123,Shaniwarwada,EXACT_NORMALIZED_NAME,EXACT_NORMALIZED_NAME,REQUIRES_MANUAL_VERIFICATION,Not Available,No,MERGED: exact normalized match between the two processed monument CSVs.,Verify ASI PDF listing / name variant.
BV-ASI-0124,Sheikh Chilli's Tomb,EXACT_NORMALIZED_NAME,EXACT_NORMALIZED_NAME,EXACT_NORMALIZED_NAME,26,No,MERGED: exact normalized match between the two processed monument CSVs.,None
BV-ASI-0125,Sher Shah's Tomb,EXACT_NORMALIZED_NAME,EXACT_NORMALIZED_NAME,REQUIRES_MANUAL_VERIFICATION,Not Available,No,MERGED: exact normalized match between the two processed monument CSVs.,Verify ASI PDF listing / name variant.
BV-ASI-0126,Site of Sahet mahet,EXACT_NORMALIZED_NAME,EXACT_NORMALIZED_NAME,EXACT_NORMALIZED_NAME,127,No,MERGED: exact normalized match between the two processed monument CSVs.,None
BV-ASI-0127,Sultanghari Tomb,EXACT_NORMALIZED_NAME,EXACT_NORMALIZED_NAME,REQUIRES_MANUAL_VERIFICATION,Not Available,No,MERGED: exact normalized match between the two processed monument CSVs.,Verify ASI PDF listing / name variant.
BV-ASI-0128,"Sun Temple, Konark",EXACT_NORMALIZED_NAME,EXACT_NORMALIZED_NAME,REQUIRES_MANUAL_VERIFICATION,Not Available,No,MERGED: exact normalized match between the two processed monument CSVs.,Verify ASI PDF listing / name variant.
BV-ASI-0129,"Sun temple, Modhera",EXACT_NORMALIZED_NAME,EXACT_NORMALIZED_NAME,REQUIRES_MANUAL_VERIFICATION,Not Available,No,MERGED: exact normalized match between the two processed monument CSVs.,Verify ASI PDF listing / name variant.
BV-ASI-0130,Suraj Kund,EXACT_NORMALIZED_NAME,EXACT_NORMALIZED_NAME,EXACT_NORMALIZED_NAME,25,No,MERGED: exact normalized match between the two processed monument CSVs.,None
BV-ASI-0131,Taj Mahal,EXACT_NORMALIZED_NAME,EXACT_NORMALIZED_NAME,EXACT_NORMALIZED_NAME,109,No,MERGED: exact normalized match between the two processed monument CSVs.,None
BV-ASI-0132,Temple of Laxman and Old sites including sculptures sirpur,EXACT_NORMALIZED_NAME,EXACT_NORMALIZED_NAME,REQUIRES_MANUAL_VERIFICATION,Not Available,No,MERGED: exact normalized match between the two processed monument CSVs.,Verify ASI PDF listing / name variant.
BV-ASI-0133,"Temples & Sculpture Shed, lakkumdi",EXACT_NORMALIZED_NAME,EXACT_NORMALIZED_NAME,REQUIRES_MANUAL_VERIFICATION,Not Available,No,MERGED: exact normalized match between the two processed monument CSVs.,Verify ASI PDF listing / name variant.
BV-ASI-0134,The Hill Containing Many Valuable Sculptures and Images Ratnagiri,EXACT_NORMALIZED_NAME,EXACT_NORMALIZED_NAME,REQUIRES_MANUAL_VERIFICATION,Not Available,No,MERGED: exact normalized match between the two processed monument CSVs.,Verify ASI PDF listing / name variant.
BV-ASI-0135,"The palace situated in the fort, Burhanpur",EXACT_NORMALIZED_NAME,EXACT_NORMALIZED_NAME,EXACT_NORMALIZED_NAME,51,No,MERGED: exact normalized match between the two processed monument CSVs.,None
BV-ASI-0136,"Tiger headed Rock cut temple & two other monuments, Saluvankuppam",EXACT_NORMALIZED_NAME,EXACT_NORMALIZED_NAME,REQUIRES_MANUAL_VERIFICATION,Not Available,No,MERGED: exact normalized match between the two processed monument CSVs.,Verify ASI PDF listing / name variant.
BV-ASI-0137,Tirumalai Nayak's Palace Srivilliputhur,EXACT_NORMALIZED_NAME,EXACT_NORMALIZED_NAME,REQUIRES_MANUAL_VERIFICATION,Not Available,No,MERGED: exact normalized match between the two processed monument CSVs.,Verify ASI PDF listing / name variant.
BV-ASI-0138,Tomb of Lal Khan,EXACT_NORMALIZED_NAME,EXACT_NORMALIZED_NAME,EXACT_NORMALIZED_NAME,64,No,MERGED: exact normalized match between the two processed monument CSVs.,None
BV-ASI-0139,Tomb of Rabia Durani (Bibi ka Maqbara),EXACT_NORMALIZED_NAME,EXACT_NORMALIZED_NAME,REQUIRES_MANUAL_VERIFICATION,Not Available,No,MERGED: exact normalized match between the two processed monument CSVs.,Verify ASI PDF listing / name variant.
BV-ASI-0140,Tughluqabad,EXACT_NORMALIZED_NAME,EXACT_NORMALIZED_NAME,REQUIRES_MANUAL_VERIFICATION,Not Available,No,MERGED: exact normalized match between the two processed monument CSVs.,Verify ASI PDF listing / name variant.
BV-ASI-0141,Undavalli caves,EXACT_NORMALIZED_NAME,EXACT_NORMALIZED_NAME,REQUIRES_MANUAL_VERIFICATION,Not Available,No,MERGED: exact normalized match between the two processed monument CSVs.,Verify ASI PDF listing / name variant.
BV-ASI-0142,Upper Fort Aguada,EXACT_NORMALIZED_NAME,EXACT_NORMALIZED_NAME,REQUIRES_MANUAL_VERIFICATION,Not Available,No,MERGED: exact normalized match between the two processed monument CSVs.,Verify ASI PDF listing / name variant.
BV-ASI-0143,Warangal,EXACT_NORMALIZED_NAME,EXACT_NORMALIZED_NAME,EXACT_NORMALIZED_NAME,92,No,MERGED: exact normalized match between the two processed monument CSVs.,None
BV-ASI-0144,"Western Group of Temples, Khajuraho",EXACT_NORMALIZED_NAME,EXACT_NORMALIZED_NAME,REQUIRES_MANUAL_VERIFICATION,Not Available,No,MERGED: exact normalized match between the two processed monument CSVs.,Verify ASI PDF listing / name variant.
